mfds_category,code,drug
325,422500BIJ,sodium acetate trihydrate   2.4624g(B액299.592mL중)
325,422500BIJ,sodium glycerophosphate   1.539g(B액299.592mL중)
325,427900BIJ,aminoacetic acid(glycine)   3.542g(B액449.68mL중)
325,427900BIJ,calcium chloride dihydrate   0.4466g(B액449.68mL중)
325,427900BIJ,glucose 19   (glucose anhydate   149.38g)(A액790.02mL중)
325,427900BIJ,intralipid 20   (purified soybean oil   60.06g)(C액300.3mL중)
325,427900BIJ,L-alanine   7.238g(B액449.68mL중)
325,427900BIJ,L-arginine   5.082g(B액449.68mL중)
325,427900BIJ,L-aspartic acid   1.5246g(B액449.68mL중)
325,427900BIJ,L-glutamic acid   2.464g(B액449.68mL중)
325,427900BIJ,L-histidine   3.08g(B액449.68mL중)
325,427900BIJ,L-isoleucine   2.464g(B액449.68mL중)
325,427900BIJ,L-leucine   3.542g(B액449.68mL중)
325,427900BIJ,L-lysine hydrochloride   5.082g(B액449.68mL중)
325,427900BIJ,L-methionine   2.464g(B액449.68mL중)
325,427900BIJ,L-phenylalanine   3.542g(B액449.68mL중)
325,427900BIJ,L-proline   3.08g(B액449.68mL중)
325,427900BIJ,L-serine   2.002g(B액449.68mL중)
325,427900BIJ,L-threonine   2.464g(B액449.68mL중)
325,427900BIJ,L-tryptophan   0.8624g(B액449.68mL중)
325,427900BIJ,L-tyrosine   0.1078g(B액449.68mL중)
325,427900BIJ,L-valine   3.234g(B액449.68mL중)
325,427900BIJ,magnesium sulfate heptahydrate   1.4784g(B액449.68mL중)
325,427900BIJ,potassium chloride   2.618g(B액449.68mL중)
325,427900BIJ,sodium acetate trihydrate   3.696g(B액449.68mL중)
325,427900BIJ,sodium glycerophosphate   2.31g(B액449.68mL중)
325,428000BIJ,aminoacetic acid(glycine)   4.7219g(B액559.476mL중)
325,428000BIJ,calcium chloride dihydrate   0.5954g(B액559.476mL중)
325,428000BIJ,glucose 19   (glucose anhydrate   199.141g)(A액1053.189mL중)
325,428000BIJ,intralipid 20   (purified soybean oil   80.067g)(C액400.335mL중)
325,428000BIJ,L-alanine   9.6491g(B액559.476mL중)
325,428000BIJ,L-arginine   6.7749g(B액559.476mL중)
325,428000BIJ,L-aspartic acid   2.0325g(B액559.476mL중)
325,428000BIJ,L-glutamic acid   3.2848g(B액559.476mL중)
325,428000BIJ,L-histidine   4.106g(B액559.476mL중)
325,428000BIJ,L-isoleucine   3.2848g(B액559.476mL중)
325,428000BIJ,L-leucine   4.7219g(B액559.476mL중)
325,428000BIJ,L-lysine hydrochloride   6.7749g(B액559.476mL중)
325,428000BIJ,L-methionine   3.2848g(B액559.476mL중)
325,428000BIJ,L-phenylalanine   4.7219g(B액559.476mL중)
325,428000BIJ,L-proline   4.106g(B액559.476mL중)
325,428000BIJ,L-serine   2.6689g(B액559.476mL중)
325,428000BIJ,L-threonine   3.2848g(B액559.476mL중)
325,428000BIJ,L-tryptophan   1.1497g(B액559.476mL중)
325,428000BIJ,L-tyrosine   0.1437g(B액559.476mL중)
325,428000BIJ,L-valine   4.3113g(B액559.476mL중)
325,428000BIJ,magnesium sulfate heptahydrate   1.9709g(B액559.476mL중)
325,428000BIJ,potassium chloride   3.4901g(B액559.476mL중)
325,428000BIJ,sodium acetate trihydrate   4.9272g(B액559.476mL중)
325,428000BIJ,sodium glycerophosphate   3.0795g(B액559.476mL중)
325,452200BIJ,aminoacetic aicd   2.98g(A액600mL중)
325,452200BIJ,calcium chloride dihydrate   0.331g(B액500mL중)
325,452200BIJ,dextrose   120g(B액500mL중)
325,452200BIJ,L-alanine   10.5g(A액600mL중)
325,452200BIJ,L-arginine   2.03g(A액600mL중)
325,452200BIJ,L-histidine   0.6g(A액600mL중)
325,452200BIJ,L-leucine   1.93g(A액600mL중)
325,452200BIJ,L-lsoleucine   1.48g(A액600mL중)
325,452200BIJ,L-lysine acetate   2.18g(A액600mL중)
325,452200BIJ,L-methionine   1.13g(A액600mL중)
325,452200BIJ,L-phenylalanine   10.2g(A액600mL중)
325,452200BIJ,L-proline   2.38g(A액600mL중)
325,452200BIJ,L-serine   1.25g(A액600mL중)
325,452200BIJ,L-systain monohydrate   50mg(A액600mL중)
325,452200BIJ,L-threonine   0.85g(A액600mL중)
325,452200BIJ,L-tryptophan   0.33g(A액600mL중)
325,452200BIJ,L-valine   10.4g(A액600mL중)
325,452200BIJ,magnesium chloride hexahydrate   0.508g(B액500mL중)
325,452200BIJ,potassium chloride   1.491g(B액500mL중)
325,452200BIJ,potassium dihydrogen phosphate   0.68g(A액600mL중)
325,452200BIJ,sodium acetate trihydrate   4.015g(A액600mL중)
325,452200BIJ,sodium chloride   0.321g(B액500mL중)
325,455300BIJ,aminoacetic acid   2.975g(A액500mL중)
325,455300BIJ,calcium chloride   0.331g(B액500mL중)
325,455300BIJ,dextrose   120g(B액500mL중)
325,455300BIJ,L-alanine   10.5g(A액500mL중)
325,455300BIJ,L-arginine   2.025g(A액500mL중)
325,455300BIJ,L-cysteine hydrochloride   50mg(A액500mL중)
325,455300BIJ,L-histidine   0.6g(A액500mL중)
325,455300BIJ,L-leucine   1.925g(A액500mL중)
325,455300BIJ,L-lsoleucine   1.475g(A액500mL중)
325,455300BIJ,L-lysine acetate   2.175g(A액500mL중)
325,455300BIJ,L-methionine   1.125g(A액500mL중)
325,455300BIJ,L-phenylalanine   10.2g(A액500mL중)
325,455300BIJ,L-proline   2.375g(A액500mL중)
325,455300BIJ,L-serine   1.25g(A액500mL중)
325,455300BIJ,L-threonine   0.85g(A액500mL중)
325,455300BIJ,L-tryptophan   0.325g(A액500mL중)
325,455300BIJ,L-valine   10.4g(A액500mL중)
325,455300BIJ,magnesium chloride   0.508g(B액500mL중)
325,455300BIJ,potassium chloride   1.491g(B액500mL중)
325,455300BIJ,potassium dihydrogen phosphate   0.8166g(A액500mL중)
325,455300BIJ,sodium acetate   4.015g(A액500mL중)
325,455300BIJ,sodium chloride   0.321g(B액500mL중)
325,472000BIJ,aminoacetic acid   5.95g(A액500mL중)
325,472000BIJ,calcium chloride   0.41375g(B액500mL중)
325,472000BIJ,dextrose   250g(B액500mL중)
325,472000BIJ,L-alanine   3g(A액500mL중)
325,472000BIJ,L-arginine   4.05g(A액500mL중)
325,472000BIJ,L-cysteine hydrochloride   0.1g(A액500mL중)
325,472000BIJ,L-histidine   10.2g(A액500mL중)
325,472000BIJ,L-leucine   3.85g(A액500mL중)
325,472000BIJ,L-lsoleucine   2.95g(A액500mL중)
325,472000BIJ,L-lysine acetate   4.35g(A액500mL중)
325,472000BIJ,L-methionine   2.25g(A액500mL중)
325,472000BIJ,L-phenylalanine   20.4g(A액500mL중)
325,472000BIJ,L-proline   4.75g(A액500mL중)
325,472000BIJ,L-serine   20.5g(A액500mL중)
325,472000BIJ,L-threonine   1.7g(A액500mL중)
325,472000BIJ,L-tryptophan   0.65g(A액500mL중)
325,472000BIJ,L-valine   2.8g(A액500mL중)
325,472000BIJ,magnesium chloride   0.635g(B액500mL중)
325,472000BIJ,potassium chloride   1.86375g(B액500mL중)
325,472000BIJ,potassium dihydrogen phosphate   1.361g(A액500mL중)
325,472000BIJ,sodium acetate   5.01875g(A액500mL중)
325,472000BIJ,sodium chloride   0.40125g(B액500mL중)
325,472200BIJ,aminoacetic aicd   30.5g(A액550mL중)
325,472200BIJ,calcium chloride   0.331g(B액550mL중)
325,472200BIJ,dextrose   120g(B액550mL중)
325,472200BIJ,L-alanine   1.775g(A액550mL중)
325,472200BIJ,L-arginine   2.375g(A액550mL중)
325,472200BIJ,L-cysteine hydrochloride   60mg(A액550mL중)
325,472200BIJ,L-histidine   0.7g(A액550mL중)
325,472200BIJ,L-leucine   2.275g(A액550mL중)
325,472200BIJ,L-lsoleucine   1.725g(A액550mL중)
325,472200BIJ,L-lysine acetate   2.55g(A액550mL중)
325,472200BIJ,L-methionine   1.325g(A액550mL중)
325,472200BIJ,L-phenylalanine   10.4g(A액550mL중)
325,472200BIJ,L-proline   2.8g(A액550mL중)
325,472200BIJ,L-serine   1.475g(A액550mL중)
325,472200BIJ,L-threonine   1g(A액550mL중)
325,472200BIJ,L-tryptophan   0.375g(A액550mL중)
325,472200BIJ,L-valine   1.65g(A액550mL중)
325,472200BIJ,magnesium chloride   0.508g(B액550mL중)
325,472200BIJ,potassium chloride   1.491g(B액550mL중)
325,472200BIJ,potassium dihydrogen phosphate   0.4083g(A액550mL중)
325,472200BIJ,sodium acetate   4.015g(A액550mL중)
325,472200BIJ,sodium chloride   0.321g(B액550mL중)
325,488200BIJ,aminoacetic acid   1.49g(A액300mL중)
325,488200BIJ,calcium chloride dihydrate   0.1655g(B액250mL중)
325,488200BIJ,dextrose   60g(B액250mL중)
325,488200BIJ,L-alanine   0.75g(A액300mL중)
325,488200BIJ,L-arginine   1.015g(A액300mL중)
325,488200BIJ,L-cysteine hydrochloride monohydrate   0.025g(A액300mL중)
325,488200BIJ,L-histidine   0.3g(A액300mL중)
325,488200BIJ,L-leucine   0.965g(A액300mL중)
325,488200BIJ,L-lsoleucine   0.74g(A액300mL중)
325,488200BIJ,L-lysine acetate   1.09g(A액300mL중)
325,488200BIJ,L-methionine   0.565g(A액300mL중)
325,488200BIJ,L-phenylalanine   0.6g(A액300mL중)
325,488200BIJ,L-proline   1.19g(A액300mL중)
325,488200BIJ,L-serine   0.625g(A액300mL중)
325,488200BIJ,L-threonine   0.425g(A액300mL중)
325,488200BIJ,L-tryptophan   0.165g(A액300mL중)
325,488200BIJ,L-valine   0.7g(A액300mL중)
325,488200BIJ,magnesium chloride hexahydrate   0.254g(B액250mL중)
325,488200BIJ,potassium chloride   0.7455g(B액250mL중)
325,488200BIJ,potassium dihydrogen phosphate   0.34g(A액300mL중)
325,488200BIJ,sodium acetate trihydrate   2.0075g(A액300mL중)
325,488200BIJ,sodium chloride   0.1605g(B액250mL중)
325,676400BIJ,aminoacetic acid   7g(A액500mL중)
325,676400BIJ,calcium chloride   0.41375g(B액500mL중)
325,676400BIJ,dextrose   250g(B액500mL중)
325,676400BIJ,L-alanine   3.55g(A액500mL중)
325,676400BIJ,L-arginine   4.75g(A액500mL중)
325,676400BIJ,L-cysteine hydrochloride   0.12g(A액500mL중)
325,676400BIJ,L-histidine   1.4g(A액500mL중)
325,676400BIJ,L-leucine   4.55g(A액500mL중)
325,676400BIJ,L-isoleucine   3.45g(A액500mL중)
325,676400BIJ,L-lysine acetate   5.1g(A액500mL중)
325,676400BIJ,L-methionine   2.65g(A액500mL중)
325,676400BIJ,L-phenylalanine   2.8g(A액500mL중)
325,676400BIJ,L-proline   5.6g(A액500mL중)
325,676400BIJ,L-serine   2.95g(A액500mL중)
325,676400BIJ,L-threonine   2g(A액500mL중)
325,676400BIJ,L-tryptophan   0.75g(A액500mL중)
325,676400BIJ,L-valine   3.3g(A액500mL중)
325,676400BIJ,magnesium chloride   0.635g(B액500mL중)
325,676400BIJ,potassim chloride   1.86375g(B액500mL중)
325,676400BIJ,potassium dihydrogen phosphate   1.361g(A액500mL중)
325,676400BIJ,sodium acetate   5.01875g(A액500mL중)
325,676400BIJ,sodium chloride   0.40125g(B액500mL중)
325,470400BIJ,calcium chloride dihydrate   0.4965g(B액750mL중)
325,470400BIJ,dextrose monohydrate   123.75g(B액750mL중)
325,470400BIJ,glycine   4.245g(A액750mL중)
325,470400BIJ,L-alanine   8.535g(A액750mL중)
325,470400BIJ,L-arginine   4.74g(A액750mL중)
325,470400BIJ,L-histidine   1.98g(A액750mL중)
325,470400BIJ,L-leucine   3.015g(A액750mL중)
325,470400BIJ,L-lsoleucine   2.475g(A액750mL중)
325,470400BIJ,L-lysine hydrochloride   3g(A액750mL중)
325,470400BIJ,L-methionine   1.65g(A액750mL중)
325,470400BIJ,L-phenylalanine   2.31g(A액750mL중)
325,470400BIJ,L-proline   2.805g(A액750mL중)
325,470400BIJ,L-serine   2.0625g(A액750mL중)
325,470400BIJ,L-threonine   1.7325g(A액750mL중)
325,470400BIJ,L-tryptophan   0.7425g(A액750mL중)
325,470400BIJ,L-tyrosine   0.165g(A액750mL중)
325,470400BIJ,L-valine   2.3925g(A액750mL중)
325,470400BIJ,magnesium chloride hexahydrate   0.765g(A액750mL중)
325,470400BIJ,potassium phosphate dibasic   3.915g(A액750mL중)
325,470400BIJ,sodium acetate trihydrate   3.2325g(A액750mL중)
325,470400BIJ,sodium chloride   1.68g(A액750mL중)
325,801500BIJ,calcium chloride dihydrate   0.331g(B액500mL중)
325,801500BIJ,dextrose monohydrate   82.5g(B액500mL중)
325,801500BIJ,glycine   2.83g(A액500mL중)
325,801500BIJ,L-alanine   5.69g(A액500mL중)
325,801500BIJ,L-arginine   3.16g(A액500mL중)
325,801500BIJ,L-histidine   1.32g(A액500mL중)
325,801500BIJ,L-leucine   2.01g(A액500mL중)
325,801500BIJ,L-lsoleucine   1.65g(A액500mL중)
325,801500BIJ,L-lysine hydrochloride   2g(A액500mL중)
325,801500BIJ,L-methionine   1.1g(A액500mL중)
325,801500BIJ,L-phenylalanine   1.54g(A액500mL중)
325,801500BIJ,L-proline   1.87g(A액500mL중)
325,801500BIJ,L-serine   1.375g(A액500mL중)
325,801500BIJ,L-threonine   1.155g(A액500mL중)
325,801500BIJ,L-tryptophan   0.495g(A액500mL중)
325,801500BIJ,L-tyrosine   0.11g(A액500mL중)
325,801500BIJ,L-valine   1.595g(A액500mL중)
325,801500BIJ,magnesium chloride hexahydrate   0.51g(A액500mL중)
325,801500BIJ,potassium phosphate dibasic   2.61g(A액500mL중)
325,801500BIJ,sodium acetate trihydrate   2.155g(A액500mL중)
325,801500BIJ,sodium chloride   1.12g(A액500mL중)
325,472100BIJ,aminoacetic acid   5.35g(A액500mL중)
325,472100BIJ,calcium chloride   0.331g(B액500mL중)
325,472100BIJ,dextrose   250g(B액500mL중)
325,472100BIJ,L-alanine   30.1g(A액500mL중)
325,472100BIJ,L-arginine   3.95g(A액500mL중)
325,472100BIJ,L-asparaginic acid   1.9g(A액500mL중)
325,472100BIJ,L-cysteine hydrochloride   0.5g(A액500mL중)
325,472100BIJ,L-glutamic acid   3.25g(A액500mL중)
325,472100BIJ,L-histidine   3g(A액500mL중)
325,472100BIJ,L-leucine   6.25g(A액500mL중)
325,472100BIJ,L-lsoleucine   2.8g(A액500mL중)
325,472100BIJ,L-lysine acetate   60.2g(A액500mL중)
325,472100BIJ,L-methionine   1.75g(A액500mL중)
325,472100BIJ,L-phenylalanine   4.675g(A액500mL중)
325,472100BIJ,L-proline   1.65g(A액500mL중)
325,472100BIJ,L-serine   10.1g(A액500mL중)
325,472100BIJ,L-threonine   3.25g(A액500mL중)
325,472100BIJ,L-tryptophan   0.65g(A액500mL중)
325,472100BIJ,L-tyrosine   0.175g(A액500mL중)
325,472100BIJ,L-valine   2.25g(A액500mL중)
325,472100BIJ,magnesium chloride   0.508g(B액500mL중)
325,472100BIJ,potassium chloride   1.491g(B액500mL중)
325,472100BIJ,potassium dihydrogen phosphate   2.0415g(A액500mL중)
325,472100BIJ,sodium acetate   4.015g(A액500mL중)
325,472100BIJ,sodium chloride   0.321g(B액500mL중)
325,513400BIJ,aminoacetic acid   5.35g(A액500mL중)
325,513400BIJ,calcium chloride dihydrate   0.414g(B액500mL중)
325,513400BIJ,dextrose   250g(B액500mL중)
325,513400BIJ,L-alanine   30.1g(A액500mL중)
325,513400BIJ,L-arginine   3.95g(A액500mL중)
325,513400BIJ,L-asparaginic acid   1.9g(A액500mL중)
325,513400BIJ,L-glutamic acid   3.25g(A액500mL중)
325,513400BIJ,L-histidine   3g(A액500mL중)
325,513400BIJ,L-leucine   6.25g(A액500mL중)
325,513400BIJ,L-lsoleucine   2.8g(A액500mL중)
325,513400BIJ,L-lysine acetate   60.2g(A액500mL중)
325,513400BIJ,L-methionine   1.75g(A액500mL중)
325,513400BIJ,L-phenylalanine   4.68g(A액500mL중)
325,513400BIJ,L-proline   1.65g(A액500mL중)
325,513400BIJ,L-serine   10.1g(A액500mL중)
325,513400BIJ,L-systain   0.5g(A액500mL중)
325,513400BIJ,L-threonine   3.25g(A액500mL중)
325,513400BIJ,L-tryptophan   0.65g(A액500mL중)
325,513400BIJ,L-tyrosine   0.18g(A액500mL중)
325,513400BIJ,L-valine   2.25g(A액500mL중)
325,513400BIJ,magnesium chloride hexahydrate   0.635g(B액500mL중)
325,513400BIJ,potassium chloride   1.864g(B액500mL중)
325,513400BIJ,potassium dihydrogen phosphate   2.04g(A액500mL중)
325,513400BIJ,sodium acetate trihydrate   5.019g(A액500mL중)
325,513400BIJ,sodium chloride   0.401g(B액500mL중)
325,475600BIJ,calcium chloride dihydrate   0.441g(C액 500mL중)
325,475600BIJ,glucose monohydrate (as glucose anhydrate)   80g(A액 500mL중)
325,475600BIJ,glycine   1.65g(C액 500mL중)
325,475600BIJ,L-alanine   4.85g(C액 500mL중)
325,475600BIJ,L-arginine   2.7g(C액 500mL중)
325,475600BIJ,L-asparaginic acid   1.5g(C액 500mL중)
325,475600BIJ,L-glutamic acid   3.5g(C액 500mL중)
325,475600BIJ,L-histidine hydrochloride monohydrate (as histidine)   1.25g(C액 500mL중)
325,475600BIJ,L-isoleucine   2.34g(C액 500mL중)
325,475600BIJ,L-leucine   3.13g(C액 500mL중)
325,475600BIJ,L-lysine hydrochloride (as lysine)   2.26g(C액 500mL중)
325,475600BIJ,L-methionine   1.96g(C액 500mL중)
325,475600BIJ,L-phenylalanine   3.51g(C액 500mL중)
325,475600BIJ,L-proline   3.4g(C액 500mL중)
325,475600BIJ,L-serine   3g(C액 500mL중)
325,475600BIJ,L-threonine   1.82g(C액 500mL중)
325,475600BIJ,L-tryptophan   0.57g(C액 500mL중)
325,475600BIJ,L-valine   2.6g(C액 500mL중)
325,475600BIJ,magnesium acetate tetrahydrate   0.644g(C액 500mL중)
325,475600BIJ,medium chain triglyceride   25g(B액 250mL중)
325,475600BIJ,potassium acetate   2.943g(C액 500mL중)
325,475600BIJ,sodium acetate trihydrate   0.544g(C액 500mL중)
325,475600BIJ,sodium chloride   1.081g(C액 500mL중)
325,475600BIJ,sodium dihydrogen phosphate dihydrate   1.17g(A액 500mL중)
325,475600BIJ,sodium hydroxide   0.8g(C액 500mL중)
325,475600BIJ,soybean oil   25g(B액 250mL중)
325,475600BIJ,zinc acetate dihydrate   6.625mg(A액 500mL중)
325,475700BIJ,calcium chloride dihydrate   0.6615g(C액 750mL중)
325,475700BIJ,glucose monohydrate (as glucose anhydrate)   120g(A액 750mL중)
325,475700BIJ,glycine   2.475g(C액 750mL중)
325,475700BIJ,L-alanine   7.275g(C액 750mL중)
325,475700BIJ,L-arginine   4.05g(C액 750mL중)
325,475700BIJ,L-asparaginic acid   2.25g(C액 750mL중)
325,475700BIJ,L-glutamic acid   5.25g(C액 750mL중)
325,475700BIJ,L-histidine hydrochloride monohydrate (as histidine   1.875g)(C액 750mL중)
325,475700BIJ,L-isoleucine   3.51g(C액 750mL중)
325,475700BIJ,L-leucine   4.695g(C액 750mL중)
325,475700BIJ,L-lysine hydrochloride (as lysine)   3.39g(C액 750mL중)
325,475700BIJ,L-methionine   2.94g(C액 750mL중)
325,475700BIJ,L-phenylalanine   5.265g(C액 750mL중)
325,475700BIJ,L-proline   5.1g(C액 750mL중)
325,475700BIJ,L-serine   4.5g(C액 750mL중)
325,475700BIJ,L-threonine   2.73g(C액 750mL중)
325,475700BIJ,L-tryptophan   0.855g(C액 750mL중)
325,475700BIJ,L-valine   3.9g(C액 750mL중)
325,475700BIJ,magnesium acetate tetrahydrate   0.966g(C액 750mL중)
325,475700BIJ,medium chain triglyceride   37.5g(B액 375mL중)
325,475700BIJ,potassium acetate   4.4145g(C액 750mL중)
325,475700BIJ,sodium acetate trihydrate   0.816g(C액 750mL중)
325,475700BIJ,sodium chloride   1.6215g(C액 750mL중)
325,475700BIJ,sodium dihydrogen phosphate dihydrate   1.755g(A액 750mL중)
325,475700BIJ,sodium hydroxide   1.2g(C액 750mL중)
325,475700BIJ,soybean oil   37.5g(B액 375mL중)
325,475700BIJ,zinc acetate dihydrate   9.9375mg(A액 750mL중)
325,481000BIJ,alanine   8.73g(C액750mL중)
325,481000BIJ,arginine   4.86g(C액750mL중)
325,481000BIJ,asparaginic acid   2.7g(C액750mL중)
325,481000BIJ,calcium chloride dihydrate   0.88125g(C액750mL중)
325,481000BIJ,glucose monohydrate (as glucose anhydrate)   225g(A액750mL중)
325,481000BIJ,glutamic acid   6.315g(C액750mL중)
325,481000BIJ,glycine   2.97g(C액750mL중)
325,481000BIJ,histidine hydrochloride monohydrate (as histidine)   2.25g(C액750mL중)
325,481000BIJ,isoleucine   4.23g(C액750mL중)
325,481000BIJ,leucine   5.64g(C액750mL중)
325,481000BIJ,lysine hydrochloride (as lysine)   4.095g(C액750mL중)
325,481000BIJ,magnesium acetate tetrahydrate   1.28625g(C액750mL중)
325,481000BIJ,medium chain triglyceride   37.5g(B액375mL중)
325,481000BIJ,methionine   3.525g(C액750mL중)
325,481000BIJ,phenylalanine   6.315g(C액750mL중)
325,481000BIJ,potassium acetate   5.150625g(C액750mL중)
325,481000BIJ,proline   6.12g(C액750mL중)
325,481000BIJ,serine   5.4g(C액750mL중)
325,481000BIJ,sodium acetate trihydrate   0.41625g(C액750mL중)
325,481000BIJ,sodium chloride   0.75375g(C액750mL중)
325,481000BIJ,sodium dihydrogen phosphate dihydrate   3.51g(A액750mL중)
325,481000BIJ,sodium hydroxide   1.464375g(C액750mL중)
325,481000BIJ,soybean oil   37.5g(B액375mL중)
325,481000BIJ,threonine   3.27g(C액750mL중)
325,481000BIJ,tryptophan   1.02g(C액750mL중)
325,481000BIJ,valine   4.68g(C액750mL중)
325,481000BIJ,zinc acetate dihydrate   9.87mg(A액750mL중)
325,482300BIJ,alanine   8.49g(C액500mL중)
325,482300BIJ,arginine   4.73g(C액500mL중)
325,482300BIJ,asparaginic acid   2.63g(C액500mL중)
325,482300BIJ,calcium chloride dihydrate   0.77875g(C액500mL중)
325,482300BIJ,glucose monohydrate (as glucose anhydrate)   180g(A액500mL중)
325,482300BIJ,glutamic acid   6.14g(C액500mL중)
325,482300BIJ,glycine   2.89g(C액500mL중)
325,482300BIJ,histidine hydrochloride monohydrate (as histidine)   2.19g(C액500mL중)
325,482300BIJ,isoleucine   4.11g(C액500mL중)
325,482300BIJ,leucine   5.48g(C액500mL중)
325,482300BIJ,lysine hydrochloride (as lysine)   3.98g(C액500mL중)
325,482300BIJ,magnesium acetate tetrahydrate   1.1375g(C액500mL중)
325,482300BIJ,medium chain triglyceride   25g(B액250mL중)
325,482300BIJ,methionine   3.42g(C액500mL중)
325,482300BIJ,phenylalanine   6.15g(C액500mL중)
325,482300BIJ,potassium acetate   4.61125g(C액500mL중)
325,482300BIJ,proline   5.95g(C액500mL중)
325,482300BIJ,serine   5.25g(C액500mL중)
325,482300BIJ,sodium acetate trihydrate   0.3125g(C액500mL중)
325,482300BIJ,sodium chloride   0.4725g(C액500mL중)
325,482300BIJ,sodium dihydrogen phosphate   3.12g(A액500mL중)
325,482300BIJ,sodium hydroxide   1.46375g(C액500mL중)
325,482300BIJ,soybean oil   25g(B액250mL중)
325,482300BIJ,threonine   3.18g(C액500mL중)
325,482300BIJ,tryptophan   1g(C액500mL중)
325,482300BIJ,valine   4.51g(C액500mL중)
325,482300BIJ,zinc acetate dihydrate   8.78mg(A액500mL중)
325,485900BIJ,aminoacetic acid(glycine)   5.974g(B액 580mL중)
325,485900BIJ,calcium chloride   0.3828g(C액 580mL중)
325,485900BIJ,glucose 40   (glucose anhydrate 160g)   232g(C액 580mL중)
325,485900BIJ,L-alanine   12.006g(B액 580mL중)
325,485900BIJ,L-arginine   6.67g(B액 580mL중)
325,485900BIJ,L-histidine   2.784g(B액 580mL중)
325,485900BIJ,L-isoleucine   3.48g(B액 580mL중)
325,485900BIJ,L-leucine   4.234g(B액 580mL중)
325,485900BIJ,L-lysine hydrochloride   4.205g(B액 580mL중)
325,485900BIJ,L-methionine   2.32g(B액 580mL중)
325,485900BIJ,L-phenylalanine   3.248g(B액 580mL중)
325,485900BIJ,L-proline   3.944g(B액 580mL중)
325,485900BIJ,L-serine   2.9g(B액 580mL중)
325,485900BIJ,L-threonine   2.436g(B액 580mL중)
325,485900BIJ,L-tryptophan   1.044g(B액 580mL중)
325,485900BIJ,L-tyrosine   0.232g(B액 580mL중)
325,485900BIJ,L-valine   3.364g(B액 580mL중)
325,485900BIJ,magnesium chloride   0.5916g(B액 580mL중)
325,485900BIJ,potassium phosphate   3.0276g(B액 580mL중)
325,485900BIJ,purified soybean oil   58g(A액 290mL중)
325,485900BIJ,sodium acetate trihydrate   3.944g(B액 580mL중)
325,485900BIJ,sodium chloride   0.6786g(B액 580mL중)
325,512500BIJ,aminoacetic acid(glycine)   4.12g(B액400mL중)
325,512500BIJ,calcium chloride   0.264g(C액 400mL중)
